id,object,group,description,variable_type,custom_type,address,offsets,bit_start,bit_length,string_length,unicode,path,dropdown
24135,Club,Finances,Tax - Foreign Player Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cets+0x6C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > This Season > > Tax - Foreign Player Transfer Tax,
24136,Club,Finances,Tax - Domestic Player Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cets+0x70 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > This Season > > Tax - Domestic Player Transfer Tax,
12601,Club,Finances,Transfer Expenditure,Custom,United Kingdom Pound,ptrClub,cluo.Cets+0x24 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > This Season > > Transfer Expenditure,
11616,Club,Finances,Travel Costs,Custom,United Kingdom Pound,ptrClub,cluo.Cets+0x8C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > This Season > > Travel Costs,
12608,Club,Finances,Youth Setup,Custom,United Kingdom Pound,ptrClub,cluo.Cets+0x84 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > This Season > > Youth Setup,
24149,Club,Finances,Agent Fees,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x80 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Agent Fees,
24150,Club,Finances,Bonuses,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x1C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Bonuses,
24151,Club,Finances,Director Emoluments,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x78 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Director Emoluments,
24152,Club,Finances,Dividends,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x18 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Dividends,
24153,Club,Finances,Ground Maintenance,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0xC -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Ground Maintenance,
24154,Club,Finances,Insurance,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x94 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Insurance,
24155,Club,Finances,League Fines,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x8 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > League Fines,
24156,Club,Finances,Loan Fees,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x98 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Loan Fees,
24157,Club,Finances,Loan Repayments and Interest,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x4 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Loan Repayments and Interest,
24158,Club,Finances,Loyalty Bonuses,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x20 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Loyalty Bonuses,
24159,Club,Finances,Match Day Expenses,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x74 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Match Day Expenses,
24160,Club,Finances,Non-Football Costs,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x7C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Non-Football Costs,
24161,Club,Finances,Other,Custom,United Kingdom Pound,ptrClub,cluo.Cels -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Other,
24162,Club,Finances,Player Wages,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x10 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Player Wages,
24163,Club,Finances,Scouting Costs,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x88 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Scouting Costs,
24164,Club,Finances,Staff Wages,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x14 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Staff Wages,
24165,Club,Finances,Tax - Income Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x2C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Income Tax,
24166,Club,Finances,Tax - Employer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x30 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Employer Tax,
24167,Club,Finances,Tax - Corporation Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x34 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Corporation Tax,
24168,Club,Finances,Tax - VAT,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x38 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - VAT,
24169,Club,Finances,Tax - Nl Employee,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x3C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Nl Employee,
24170,Club,Finances,Tax - Nl Employer,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x40 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Nl Employer,
24171,Club,Finances,Tax - Pension Employee,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x44 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Pension Employee,
24172,Club,Finances,Tax - Pension Employer,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x48 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Pension Employer,
24173,Club,Finances,Tax - Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x4C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Transfer Tax,
24174,Club,Finances,Tax - Internal Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x50 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Internal Transfer Tax,
24175,Club,Finances,Tax - External Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x54 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - External Transfer Tax,
24176,Club,Finances,Tax - Ticket Entertainment Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x60 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Ticket Entertainment Tax,
24177,Club,Finances,Tax - Other,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x64 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Other,
24178,Club,Finances,Tax - Brazilian Ticket Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x68 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Brazilian Ticket Tax,
24179,Club,Finances,Tax - Foreign Player Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x6C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Foreign Player Transfer Tax,
24180,Club,Finances,Tax - Domestic Player Transfer Tax,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x70 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Tax - Domestic Player Transfer Tax,
24181,Club,Finances,Transfer Expenditure,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x24 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Transfer Expenditure,
24182,Club,Finances,Travel Costs,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x8C -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Travel Costs,
24183,Club,Finances,Youth Setup,Custom,United Kingdom Pound,ptrClub,cluo.Cels+0x84 -> cluo.Cfin,,,,,Club > > Finances > > Expenditure > > Last Season > > Youth Setup,
674,Club,Tactical Attributes,Preferred Formation,Byte,,ptrClub,cluo.Cpfr -> cluo.Cino,,,,,Club > > Tactical Attributes > > Preferred Formation,
673,Club,Tactical Attributes,Second Preferred Formation,Byte,,ptrClub,cluo.C2pf -> cluo.Cino,,,,,Club > > Tactical Attributes > > Second Preferred Formation,
672,Club,Tactical Attributes,Defensive Formation,Byte,,ptrClub,cluo.Cdfo -> cluo.Cino,,,,,Club > > Tactical Attributes > > Defensive Formation,
675,Club,Tactical Attributes,Attacking Formation,Byte,,ptrClub,cluo.Cafo -> cluo.Cino,,,,,Club > > Tactical Attributes > > Attacking Formation,
23742,Club,Supporters ->,Social Media Followers,4 Bytes,,ptrClub,cluo.Cssf -> cluo.Cint,,,,,Club > > Supporters -> > Social Media -> > Social Media Followers,
23741,Club,Supporters ->,Social Stature,2 Bytes,,ptrClub,cluo.Csss -> cluo.Cint,,,,,Club > > Supporters -> > Social Media -> > Social Stature,
23740,Club,Supporters ->,Social Trendiness,2 Bytes,,ptrClub,cluo.Csst -> cluo.Cint,,,,,Club > > Supporters -> > Social Media -> > Social Trendiness,
1326,Club,Supporters ->,Loyalty,Byte,,ptrClub,cluo.Csly -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Loyalty,
1331,Club,Supporters ->,Passion,Byte,,ptrClub,cluo.Csps -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Passion,
1330,Club,Supporters ->,Patience,Byte,,ptrClub,cluo.Cspt -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Patience,
1329,Club,Supporters ->,Affluence,Byte,,ptrClub,cluo.Csaf -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Affluence,
1328,Club,Supporters ->,Temperament,Byte,,ptrClub,cluo.Cste -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Temperament,
1327,Club,Supporters ->,Expectations,Byte,,ptrClub,cluo.Cspe -> cluo.Cint,,,,,Club > > Supporters -> > Supporter Profile > > Expectations,
10156,Club,Contract Types,Star Player,Byte,,ptrClub,cluo.Ccsp -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Star Player,
12631,Club,Contract Types,Important Player,Byte,,ptrClub,cluo.Ccsk -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Important Player,
10157,Club,Contract Types,Regular Starter,Byte,,ptrClub,cluo.Ccsf -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Regular Starter,
10158,Club,Contract Types,Squad Player,Byte,,ptrClub,cluo.Ccsr -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Squad Player,
10159,Club,Contract Types,Fringe Player,Byte,,ptrClub,cluo.Ccsb -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Fringe Player,
10160,Club,Contract Types,Hot Prospect,Byte,,ptrClub,cluo.Ccsh -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Hot Prospect,
10161,Club,Contract Types,Youngster,Byte,,ptrClub,cluo.Ccsy -> cluo.Cint,,,,,Club > > Contract Types > > Squad Status > > Youngster,
10163,Club,Contract Types,Manager,Byte,,ptrClub,cluo.Ccjm -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Manager,
10164,Club,Contract Types,Ast. Manager,Byte,,ptrClub,cluo.Ccja -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Ast. Manager,
10165,Club,Contract Types,Coach,Byte,,ptrClub,cluo.Ccjc -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Coach,
10166,Club,Contract Types,Fitness Coach,Byte,,ptrClub,cluo.Ccji -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Fitness Coach,
10167,Club,Contract Types,Goalkeeping Coach,Byte,,ptrClub,cluo.Ccjg -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Goalkeeping Coach,
10168,Club,Contract Types,Youth Team Coach,Byte,,ptrClub,cluo.Ccjy -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Youth Team Coach,
10169,Club,Contract Types,Scout,Byte,,ptrClub,cluo.Ccjs -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Scout,
10170,Club,Contract Types,Physio,Byte,,ptrClub,cluo.Ccjp -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Physio,
10173,Club,Contract Types,Director of Football,Byte,,ptrClub,cluo.Ccjd -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Director of Football,
12632,Club,Contract Types,Technical Director,Byte,,ptrClub,cluo.Ccjt -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Technical Director,
12633,Club,Contract Types,Loan Manager,Byte,,ptrClub,cluo.Ccjh -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Loan Manager,
10172,Club,Contract Types,Data Analyst,Byte,,ptrClub,cluo.Ccda -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Data Analyst,
10171,Club,Contract Types,Sports Scientist,Byte,,ptrClub,cluo.Ccss -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Sports Scientist,
12634,Club,Contract Types,Doctor,Byte,,ptrClub,cluo.Ccdr -> cluo.Cint,,,,,Club > > Contract Types > > Job Type > > Doctor,
959,Competition,Details,Row ID,4 Bytes,,ptrComp,objo.Rwid,,,,,Competition > > Details > > Row ID,*:
961,Competition,Details,Unique ID,4 Bytes,,ptrComp,objo.Duni,,,,,Competition > > Details > > Unique ID,*:
17202,Competition,Details,Random ID,4 Bytes,,ptrComp,objo.Rdui,,,,,Competition > > Details > > Random ID,*:
968,Competition,Details,Full Name,String,,ptrComp,4 -> cmpo.Cnam,,,32,0,Competition > > Details > > Full Name,
962,Competition,Details,Short Name,String,,ptrComp,4 -> cmpo.Csnm,,,32,0,Competition > > Details > > Short Name,
970,Competition,Details,Three Letter Name,String,,ptrComp,4 -> cmpo.C3ln,,,3,0,Competition > > Details > > Three Letter Name,
972,Competition,Details,Nation,String,,ptrComp,4 -> nato.Nnam -> cmpo.Cnti,,,32,0,Competition > > Details > > Nation,:
997,Competition,Details,Continent,String,,ptrComp,4 -> cono.Cnam -> cmpo.Ccti,,,32,0,Competition > > Details > > Continent,:
1314,Competition,Details,Lowest Official Category Allowed,Byte,,ptrComp,cmpo.Lauc,,,,,Competition > > Details > > Lowest Official Category Allowed,-1:Not Available | 0:None | 1:European Elite Group | 2:European Elite Development Group | 3:European First Group | 4:European Second Group | 5:European Third Group
967,Competition,Details,Reputation,2 Bytes,,ptrComp,cmpo.Crep,,,,,Competition > > Details > > Reputation,
983,Competition,Details,Original Reputation,2 Bytes,,ptrComp,cmpo.Crep+2,,,,,Competition > > Details > > Original Reputation,
12593,Competition,Details,Trophy,Byte,,ptrComp,cmpo.Ctty,,,,,Competition > > Details > > Trophy,0:Not set | 1:Silver Plate | 4:National Cup 1 | 3:National Cup 2 | 2:National Cup 3 | 7:National Championship 1 | 6:National Championship 2 | 5:National Championship 3 | 9:International Cup 1 | 8:International Cup 2 | 11:Continental Cup 1 | 10:Continental Cup 2
984,Competition,Details,Continental Position,2 Bytes,,ptrComp,cmpo.Cpos,,,,,Competition > > Details > > Continental Position,-1:Not Available
985,Competition,Details,Last Continental Position,2 Bytes,,ptrComp,cmpo.Cpos-2,,,,,Competition > > Details > > Last Continental Position,-1:Not Available
994,Competition,Details,Uses Extra Officials,Byte,,ptrComp,cmpo.Cuae,,,,,Competition > > Details > > Uses Extra Officials,0:No | 1:Yes
995,Competition,Details,Uses Seated Stadiums Only,Byte,,ptrComp,cmpo.Csso,,,,,Competition > > Details > > Uses Seated Stadiums Only,0:No | 1:Yes
17987,Competition,Details,Is Extinct,Binary,,ptrComp,cmpo.Cfla,2,1,,,Competition > > Details > > Is Extinct,0:False | 1:True
992,Competition,Details,Type,Byte,,ptrComp,cmpo.Dbty,,,,,Competition > > Details > > Type,0:Domestic Top Division | 1:Domestic Division | 2:Domestic Main Cup | 3:Domestic League Cup | 4:Domestic Cup | 5:Super Cup | 6:International Finals | 7:International Qualifiers | 8:Reserve Division | 9:Club Friendly | 10:Main Continental Intarnational Finals | 11:Main Continental International Qualifiers | 12:Club Finals | 13:Friendly | 14:Domestic Other Division | 15:U21 International Finals | 16:U21 International Qualifiers | 17:U19 International Finals | 18:U19 International Qualifiers | 19:U23 International Finals | 20:U23 International Qualifiers | 31:U22 International Finals | 32:U22 International Qualifiers | 21:Club Champions Cup | 22:Cup Winners Cup | 23:Reserve Cup | 24:International Friendly | 25:U20 International Finals | 26:All Stars Cup | 27:U20 International Qualifiers | 28:Inactive Competition | 29:Inactive Other Competition | 33:U23 Division | 34:U22 Division | 35:U21 Division | 36:U20 Division | 37:U19 Division | 38:U18 Division | 39:Youth Cup
1313,Competition,Details,Competition Level,Byte,,ptrComp,cmpo.Levl,,,,,Competition > > Details > > Competition Level,
1312,Competition,Details,Uses Squad Numbers (Inactive Comps Only),Binary,,ptrComp,cmpo.Cfla,0,1,,,Competition > > Details > > Uses Squad Numbers (Inactive Comps Only),0:No | 1:Yes
979,Competition,Details,Minimum Pitch Length,2 Bytes,,ptrComp,cmpo.Cmnl,,,,,Competition > > Details > > Minimum Pitch Length,
982,Competition,Details,Minimum Pitch Width,2 Bytes,,ptrComp,cmpo.Cmnw,,,,,Competition > > Details > > Minimum Pitch Width,
981,Competition,Details,Maximum Pitch Length,2 Bytes,,ptrComp,cmpo.Cmxl,,,,,Competition > > Details > > Maximum Pitch Length,
980,Competition,Details,Maximum Pitch Width,2 Bytes,,ptrComp,cmpo.Cmxw,,,,,Competition > > Details > > Maximum Pitch Width,
964,Competition,Details,Hex,4 Bytes,,ptrComp,cmpo.Cfcl,,,,,Competition > > Details > > Colour Setting > > Foreground Colour > > Hex,
1141,Competition,Details,Red,Byte,,ptrComp,cmpo.Cfcl+2,,,,,Competition > > Details > > Colour Setting > > Foreground Colour > > Red,
1140,Competition,Details,Green,Byte,,ptrComp,cmpo.Cfcl+1,,,,,Competition > > Details > > Colour Setting > > Foreground Colour > > Green,
1139,Competition,Details,Blue,Byte,,ptrComp,cmpo.Cfcl,,,,,Competition > > Details > > Colour Setting > > Foreground Colour > > Blue,
1142,Competition,Details,Opacity,Byte,,ptrComp,cmpo.Cfcl+3,,,,,Competition > > Details > > Colour Setting > > Foreground Colour > > Opacity,
965,Competition,Details,Hex,4 Bytes,,ptrComp,cmpo.Cbcl,,,,,Competition > > Details > > Colour Setting > > Background Colour > > Hex,
1137,Competition,Details,Red,Byte,,ptrComp,cmpo.Cbcl+2,,,,,Competition > > Details > > Colour Setting > > Background Colour > > Red,
1136,Competition,Details,Green,Byte,,ptrComp,cmpo.Cbcl+1,,,,,Competition > > Details > > Colour Setting > > Background Colour > > Green,
1135,Competition,Details,Blue,Byte,,ptrComp,cmpo.Cbcl,,,,,Competition > > Details > > Colour Setting > > Background Colour > > Blue,
1138,Competition,Details,Opacity,Byte,,ptrComp,cmpo.Cbcl+3,,,,,Competition > > Details > > Colour Setting > > Background Colour > > Opacity,
966,Competition,Details,Hex,4 Bytes,,ptrComp,cmpo.Ctcl,,,,,Competition > > Details > > Colour Setting > > Trim Colour > > Hex,
1145,Competition,Details,Red,Byte,,ptrComp,cmpo.Ctcl+2,,,,,Competition > > Details > > Colour Setting > > Trim Colour > > Red,
1144,Competition,Details,Green,Byte,,ptrComp,cmpo.Ctcl+1,,,,,Competition > > Details > > Colour Setting > > Trim Colour > > Green,
1134,Competition,Details,Blue,Byte,,ptrComp,cmpo.Ctcl,,,,,Competition > > Details > > Colour Setting > > Trim Colour > > Blue,
1146,Competition,Details,Opacity,Byte,,ptrComp,cmpo.Ctcl+3,,,,,Competition > > Details > > Colour Setting > > Trim Colour > > Opacity,
963,Competition,Details,Hex,4 Bytes,,ptrComp,cmpo.Wbcl,,,,,Competition > > Details > > Colour Setting > > Winter Ball Colour > > Hex,
1143,Competition,Details,Red,Byte,,ptrComp,cmpo.Wbcl+2,,,,,Competition > > Details > > Colour Setting > > Winter Ball Colour > > Red,
1133,Competition,Details,Green,Byte,,ptrComp,cmpo.Wbcl+2,,,,,Competition > > Details > > Colour Setting > > Winter Ball Colour > > Green,
1132,Competition,Details,Blue,Byte,,ptrComp,cmpo.Wbcl,,,,,Competition > > Details > > Colour Setting > > Winter Ball Colour > > Blue,
1131,Competition,Details,Opacity,Byte,,ptrComp,cmpo.Wbcl+3,,,,,Competition > > Details > > Colour Setting > > Winter Ball Colour > > Opacity,
11,Competition,Contract Types,Star Player,Byte,,ptrComp,cmpo.Ccss,,,,,Competition > > Contract Types > > Squad Status > > Star Player,
19,Competition,Contract Types,Regular Starter,Byte,,ptrComp,cmpo.Ccss+1,,,,,Competition > > Contract Types > > Squad Status > > Regular Starter,
18,Competition,Contract Types,Squad Player,Byte,,ptrComp,cmpo.Ccss+2,,,,,Competition > > Contract Types > > Squad Status > > Squad Player,
17,Competition,Contract Types,Fringe Player,Byte,,ptrComp,cmpo.Ccss+3,,,,,Competition > > Contract Types > > Squad Status > > Fringe Player,
16,Competition,Contract Types,Hot Prospect,Byte,,ptrComp,cmpo.Ccss+4,,,,,Competition > > Contract Types > > Squad Status > > Hot Prospect,
15,Competition,Contract Types,Youngster,Byte,,ptrComp,cmpo.Ccss+5,,,,,Competition > > Contract Types > > Squad Status > > Youngster,
20,Competition,Contract Types,Manager,Byte,,ptrComp,cmpo.Ccjt,,,,,Competition > > Contract Types > > Job Type > > Manager,
27,Competition,Contract Types,Ast. Manager,Byte,,ptrComp,cmpo.Ccjt+1,,,,,Competition > > Contract Types > > Job Type > > Ast. Manager,
26,Competition,Contract Types,Coach,Byte,,ptrComp,cmpo.Ccjt+2,,,,,Competition > > Contract Types > > Job Type > > Coach,
25,Competition,Contract Types,Fitness Coach,Byte,,ptrComp,cmpo.Ccjt+4,,,,,Competition > > Contract Types > > Job Type > > Fitness Coach,
24,Competition,Contract Types,Goalkeeping Coach,Byte,,ptrComp,cmpo.Ccjt+5,,,,,Competition > > Contract Types > > Job Type > > Goalkeeping Coach,
23,Competition,Contract Types,Youth Team Coach,Byte,,ptrComp,cmpo.Ccjt+3,,,,,Competition > > Contract Types > > Job Type > > Youth Team Coach,
22,Competition,Contract Types,Scout,Byte,,ptrComp,cmpo.Ccjt+7,,,,,Competition > > Contract Types > > Job Type > > Scout,
21,Competition,Contract Types,Physio,Byte,,ptrComp,cmpo.Ccjt+6,,,,,Competition > > Contract Types > > Job Type > > Physio,
12474,Competition,Contract Types,Director of Football,Byte,,ptrComp,cmpo.Ccjt+8,,,,,Competition > > Contract Types > > Job Type > > Director of Football,
12475,Competition,Contract Types,Technical Director,Byte,,ptrComp,cmpo.Ccjt+C,,,,,Competition > > Contract Types > > Job Type > > Technical Director,
12478,Competition,Contract Types,Loan Manager,Byte,,ptrComp,cmpo.Ccjt+D,,,,,Competition > > Contract Types > > Job Type > > Loan Manager,
12479,Competition,Contract Types,Data Analyst,Byte,,ptrComp,cmpo.Ccjt+9,,,,,Competition > > Contract Types > > Job Type > > Data Analyst,
12477,Competition,Contract Types,Sports Scientist,Byte,,ptrComp,cmpo.Ccjt+B,,,,,Competition > > Contract Types > > Job Type > > Sports Scientist,
12476,Competition,Contract Types,Doctor,Byte,,ptrComp,cmpo.Ccjt+A,,,,,Competition > > Contract Types > > Job Type > > Doctor,
18057,Competition,League Settings,Number of Rounds,Byte,,ptrLeagueStage,7A -> cmpo.Clst,,,,,Competition > > League Settings > > Number of Rounds,*:
18058,Competition,League Settings,Number of Teams,Byte,,ptrLeagueStage,7B -> cmpo.Clst,,,,,Competition > > League Settings > > Number of Teams,*:
18059,Competition,League Settings,Number of Promotion,Byte,,ptrLeagueStage,6F+0x18 -> cmpo.Clst,,,,,Competition > > League Settings > > Number of Promotion,
18060,Competition,League Settings,Number of Relegation,Byte,,ptrLeagueStage,6E+0x18 -> cmpo.Clst,,,,,Competition > > League Settings > > Number of Relegation,
18062,Competition,League Settings,Fixture Priority,Byte,,ptrLeagueStage,6E+0x18+0xB2 -> cmpo.Clst,,,,,Competition > > League Settings > > Fixture Priority,
18061,Competition,League Settings,Substitution Rules,Byte,,ptrLeagueStage,6E+0x18+0xB4 -> cmpo.Clst,,,,,Competition > > League Settings > > Substitution Rules,
23628,Competition,League Settings,No description,Byte,,ptrComp,F8,,,,,Competition > > League Settings > > Substitution Rules > No description,
19862,Continent,Details,Row ID,4 Bytes,,ptrContinent,objo.Rwid,,,,,Continent > > Details > > Row ID,*:
19863,Continent,Details,Unique ID,4 Bytes,,ptrContinent,objo.Duni,,,,,Continent > > Details > > Unique ID,*:
19864,Continent,Details,Random ID,4 Bytes,,ptrContinent,objo.Rdui,,,,,Continent > > Details > > Random ID,*:
19865,Continent,Details,Full Name,String,,ptrContinent,4 -> cono.Cnam,,,32,0,Continent > > Details > > Full Name,:
19867,Continent,Details,Three Letter Name,String,,ptrContinent,4 -> cono.C3ln,,,3,0,Continent > > Details > > Three Letter Name,
19868,Continent,Details,Continentality Name,String,,ptrContinent,4 -> cono.Ccty,,,32,0,Continent > > Details > > Continentality Name,
19871,Continent,Details,Federation Name,String,,ptrContinent,4 -> cono.Cfdn,,,32,0,Continent > > Details > > Federation Name,
19870,Continent,Details,Short Federation Name,String,,ptrContinent,4 -> cono.C6lf,,,32,0,Continent > > Details > > Short Federation Name,
19869,Continent,Details,Three Letter Federation Name,String,,ptrContinent,4 -> cono.Csfn,,,32,0,Continent > > Details > > Three Letter Federation Name,
20575,Continent,Details,Regional Strength,Float,,ptrContinent,cono.Crgs,,,,,Continent > > Details > > Regional Strength,
19874,Continent,Details,Hex,4 Bytes,,ptrContinent,cono.CTfc,,,,,Continent > > Details > > Colour Setting > > Foreground Colour > > Hex,
19876,Continent,Details,Red,Byte,,ptrContinent,cono.CTfc+0x2,,,,,Continent > > Details > > Colour Setting > > Foreground Colour > > Red,
19877,Continent,Details,Green,Byte,,ptrContinent,cono.CTfc+0x1,,,,,Continent > > Details > > Colour Setting > > Foreground Colour > > Green,
19878,Continent,Details,Blue,Byte,,ptrContinent,cono.CTfc,,,,,Continent > > Details > > Colour Setting > > Foreground Colour > > Blue,
19879,Continent,Details,Opacity,Byte,,ptrContinent,cono.CTfc+0x3,,,,,Continent > > Details > > Colour Setting > > Foreground Colour > > Opacity,
19881,Continent,Details,Hex,4 Bytes,,ptrContinent,cono.CTbc,,,,,Continent > > Details > > Colour Setting > > Background Colour > > Hex,
19883,Continent,Details,Red,Byte,,ptrContinent,cono.CTbc+0x2,,,,,Continent > > Details > > Colour Setting > > Background Colour > > Red,
19884,Continent,Details,Green,Byte,,ptrContinent,cono.CTbc+0x1,,,,,Continent > > Details > > Colour Setting > > Background Colour > > Green,
19885,Continent,Details,Blue,Byte,,ptrContinent,cono.CTbc,,,,,Continent > > Details > > Colour Setting > > Background Colour > > Blue,
19886,Continent,Details,Opacity,Byte,,ptrContinent,cono.CTbc+0x3,,,,,Continent > > Details > > Colour Setting > > Background Colour > > Opacity,
19888,Continent,Details,Hex,4 Bytes,,ptrContinent,cono.CTtc,,,,,Continent > > Details > > Colour Setting > > Trim Colour > > Hex,
19890,Continent,Details,Red,Byte,,ptrContinent,cono.CTtc+0x2,,,,,Continent > > Details > > Colour Setting > > Trim Colour > > Red,
19891,Continent,Details,Green,Byte,,ptrContinent,cono.CTtc+0x1,,,,,Continent > > Details > > Colour Setting > > Trim Colour > > Green,
19892,Continent,Details,Blue,Byte,,ptrContinent,cono.CTtc,,,,,Continent > > Details > > Colour Setting > > Trim Colour > > Blue,
19893,Continent,Details,Opacity,Byte,,ptrContinent,cono.CTtc+0x3,,,,,Continent > > Details > > Colour Setting > > Trim Colour > > Opacity,
